Date,Open,High,Low,Close,Volume
2025-11-01,99.66771914208915,100.95521694347651,99.72806085869186,100.49671415301124,2646
2025-11-02,99.79826881164308,101.80295498862618,98.99915528645391,100.35844985184004,1013
2025-11-03,101.753431995064,102.4462114630329,100.5696306142106,101.00613838994074,1503
2025-11-04,103.13953851178222,103.81146351211936,100.62924587844832,102.52916824634876,3278
2025-11-05,102.27411327766129,103.68291176055962,100.72232484279432,102.29501487162544,3008
2025-11-06,102.17820529798504,103.14632680137144,101.88205591005172,102.06087791467624,4155
2025-11-07,104.91775562597206,104.14368884799757,102.8049291786138,103.64009073018364,1129
2025-11-08,103.81595407050072,105.0989174463444,102.64928884421222,104.40752545933655,4814
2025-11-09,104.48514845457164,104.30124650700444,102.04858702881876,103.9380510734016,1837
2025-11-10,104.27841846455368,106.29751223965482,103.54580809448782,104.48061111698756,4216
2025-11-11,103.79951222094788,105.18397701370736,102.79037064575368,104.0171934241751,3938
2025-11-12,104.65024052259204,104.35316650413212,103.2173957784207,103.55146367060485,4928
2025-11-13,104.6188422911589,104.71743754945912,101.81108868989692,103.79342594217088,3040
2025-11-14,102.6936553335137,103.7747123767367,101.4168022947462,101.88014569751309,1027
2025-11-15,101.46070667215436,100.4619306712322,98.2697643167298,100.15522786500004,3113
2025-11-16,99.61394417739184,100.76539999979266,98.29364703777432,99.59294033575908,4234
2025-11-17,99.26206218671962,99.5918865731936,97.36463562566692,98.58010921542466,2252
2025-11-18,98.58408979142648,100.11726501888924,97.86897952598692,98.89435654801991,1260
2025-11-19,98.31049882498716,98.0225528401404,97.5249928490632,97.98633247249872,3046
2025-11-20,96.44388571679576,98.31827658905172,96.2209727071524,96.57402877116344,2472
2025-11-21,98.1366735050777,99.9039141050522,97.59870512194465,98.03967754008498,2447
2025-11-22,98.40905826503536,98.94416760677686,97.44102471530992,97.81390123959844,1459
2025-11-23,97.06320876105288,99.27473109204016,96.32226049715288,97.88142944428635,4747
2025-11-24,98.54906853375836,98.3016800204275,95.75643073973944,96.4566812580729,1300
2025-11-25,94.90628115204802,97.32677580217452,95.79661318042092,95.91229853354773,3966
2025-11-26,94.80903251046983,96.32829920908613,94.08501586297596,96.02322112325758,4374
2025-11-27,96.03033841933537,96.02480426616891,93.10465577590844,94.87222754583529,3334
2025-11-28,96.0395882581439,96.46135565694668,93.39242099779054,95.24792556418096,4466
2025-11-29,95.27140669131433,95.49554821686692,92.65747122896929,94.64728687426216,4081
2025-11-30,94.98393863373316,95.82848159571832,94.00780262602991,94.35559312446888,4778
2025-12-01,93.74163973939255,95.62262054177752,92.96140247443417,93.75388651223948,1629
2025-12-02,94.7089103252626,97.45730172256198,94.08968774534024,95.60616469674842,1269
2025-12-03,95.6684720302042,96.49434621481876,94.2006262359029,95.59266747201048,3639
2025-12-04,93.85779483154248,94.7614326347361,94.22716473037488,94.5349565430546,2993
2025-12-05,96.33262118857552,97.32718385308245,93.72583520517654,95.35750145515776,2628
2025-12-06,93.98960042368462,95.81445397807865,93.68777666151344,94.13665780518676,2801
2025-12-07,93.520024203399,94.59484676259804,93.89788617054626,94.3455214001915,3891
2025-12-08,92.06446543465871,94.22753504154647,91.3119024305249,92.38585127631173,1861
2025-12-09,91.47059668168892,92.79745795153757,89.8717853577299,91.05766522741332,4432
2025-12-10,90.69080191047846,92.29220257753458,90.0943540476068,91.25452646328245,2280
2025-12-11,91.1707726477114,93.17554391476769,91.81001936848232,91.99299304327783,3180
2025-12-12,92.40804853595972,92.96236673220808,90.40943959920703,92.1643613244678,4347
2025-12-13,92.29367961318827,92.15823631972364,91.51751295690217,92.04871304207956,2799
2025-12-14,91.24066617111914,92.41800382978208,91.48857950392468,91.74760934649028,2706
2025-12-15,89.79804905050453,91.87479425331888,88.4915911963849,90.26908735612284,4019
